Icelandic.xml	isl
Lukpa-NT.xml	dop
Thai-tok.xml	tha
Myanmar.xml	mya
Maori.xml	mao
Nepali.xml	nep
Tuareg-PART.xml	tmh
Gaelic-PART.xml	gla
Czech.xml	cze
Chinantec-NT.xml	chq
Farsi.xml	pes
Arabic.xml	ara
Afrikaans.xml	afr
Japanese.xml	jap
Jakalteko-NT.xml	jak
Bulgarian.xml	bul
Dutch.xml	nld
Shona.xml	sna
Korean.xml	kor
German.xml	deu
Japanese-tok.xml	jap
Marathi.xml	mar
Telugu.xml	tel
English-WEB.xml	eng
Latin.xml	lat
K'iche'-NT-SIL.xml	quc
Romanian.xml	rum
Cabecar-NT.xml	cjp
Chinese-tok.xml	chi
Quichua-NT.xml	quw
Slovene.xml	slv
Dinka-NT.xml	dik
Portuguese.xml	por
Akawaio-NT.xml	ake
Polish.xml	pol
Norwegian.xml	nor
Ewe-NT.xml	ewe
Swahili-NT.xml	ssw
Shuar-NT.xml	jiv
Vietnamese-tok.xml	vie
Hebrew.xml	heb
Galela-NT.xml	gbi
Campa-NT.xml	cni
Syriac-NT.xml	syr
Nahuatl-NT.xml	nhg
Uma-NT.xml	ppk
Xhosa.xml	xho
Romani-NT.xml	rom
Q'eqchi'.xml	kek
Basque-NT.xml	baq
Amuzgo-NT.xml	amu
Croatian.xml	hrv
Barasana-NT.xml	bsn
Aukan-NT.xml	djk
French.xml	fra
Danish.xml	dan
Potawatomi-PART.xml	pot
Latvian-NT.xml	lav
Vietnamese.xml	vie
Cakchiquel-NT.xml	cak
Swedish.xml	swe
Aguaruna-NT.xml	agr
Slovak.xml	slk
English.xml	eng
Spanish.xml	spa
Armenian-PART.xml	arm
K'iche'-NT.xml	quc
Turkish.xml	tur
Malayalam.xml	mal
Italian.xml	ita
Indonesian.xml	ind
Hungarian.xml	hun
Uspanteco-NT.xml	usp
Cebuano.xml	ceb
Wolof-NT.xml	wol
Ojibwa-NT.xml	ojb
Camsa-NT.xml	kbh
Ukranian-NT.xml	ukr
Kannada.xml	kan
Zulu-NT.xml	zul
Manx-PART.xml	glv
Estonian-PART.xml	est
Achuar-NT.xml	acu
Thai.xml	tha
Gujarati-NT.xml	guj
Mam-NT.xml	mam
Greek.xml	gre
Chamorro-PART.xml	cha
Somali.xml	som
Serbian.xml	srp
Lithuanian.xml	lit
Chinese.xml	chi
Hindi.xml	hin
Finnish.xml	fin
Creole.xml	crp
Wolaytta-NT.xml	wal
Russian.xml	rus
Albanian.xml	alb
Tagalog.xml	tgl
Coptic-NT.xml	cop
Esperanto.xml	epo
Tachelhit-NT.xml	shi
Paite.xml	pck
Amharic.xml	amh
Zarma.xml	dje
Cherokee-NT.xml	chr
Malagasy.xml	plt
Kabyle-NT.xml	kab
